31	47	48	29	28	39	-1	
34	49	48	58	85	8	-1	
34	42	48	41	34	43	-1	
17	38	48	45	42	5	-1	
63	49	48	79	45	28	1	
42	35	48	58	15	27	-1	
39	32	48	46	24	35	-1	
26	4	48	36	26	37	-1	
37	44	48	42	39	47	-1	
52	44	48	37	36	42	-1	
53	38	48	44	26	36	-1	
41	51	48	53	75	78	-1	
59	56	48	55	8	82	-1	
52	36	48	41	28	38	-1	
51	46	48	58	31	41	-1	
71	4	48	71	7	74	-1	
69	59	48	77	39	21	1	
7	4	48	54	35	44	-1	
42	4	48	56	18	3	-1	
38	44	48	43	2	31	-1	
61	36	48	49	35	44	-1	
34	45	48	38	24	35	-1	
29	3	48	45	3	17	-1	
58	55	48	57	7	74	-1	
37	52	48	42	42	36	-1	
29	37	48	48	44	52	-1	
29	52	48	42	29	39	-1	
52	54	48	62	76	79	-1	
39	31	48	38	34	43	-1	
42	38	48	54	34	43	-1	
27	3	48	71	28	39	-1	
44	56	48	5	46	54	-1	
31	23	48	73	5	14	-1	
61	66	48	46	87	88	-1	
77	57	48	88	53	2	1	
54	57	48	56	81	83	-1	
35	37	48	3	34	43	-1	
29	28	48	44	23	34	-1	
4	41	48	55	22	33	-1	
57	54	48	37	28	33	-1	
84	44	48	48	71	74	-1	
34	51	48	44	37	46	-1	
27	42	48	37	38	43	-1	
27	35	48	51	77	79	-1	
44	28	48	43	27	37	-1	
47	29	48	51	33	43	-1	
4	46	48	52	49	56	-1	
46	59	48	36	76	23	-1	
4	31	48	41	29	39	-1	
49	42	48	53	79	81	-1	
23	58	48	37	53	59	-1	
39	41	48	52	72	75	-1	
48	42	48	45	25	35	-1	
12	43	48	63	7	74	-1	
25	4	48	46	44	52	-1	
4	46	48	42	35	44	-1	
5	66	48	31	92	92	-1	
35	48	48	56	4	48	-1	
48	49	48	52	77	71	-1	
26	26	48	34	25	35	-1	
48	45	48	6	78	8	-1	
36	41	48	48	47	54	-1	
47	47	48	22	16	26	-1	
37	5	48	42	36	45	-1	
65	55	48	34	37	28	-1	
73	36	48	53	91	92	-1	
44	35	48	44	52	59	-1	
31	36	48	58	94	94	-1	
33	47	48	53	18	29	-1	
3	16	48	56	11	23	-1	
32	33	48	6	6	2	-1	
28	33	48	45	22	33	-1	
6	61	48	54	67	71	-1	
3	37	48	43	18	3	-1	
49	43	48	49	3	4	-1	
25	26	48	39	32	42	-1	
67	39	48	36	38	46	-1	
0	51	48	35	67	44	-1	
34	28	48	41	35	44	-1	
4	35	48	45	33	42	-1	
16	51	48	33	39	48	-1	
74	78	48	75	54	15	1	
22	34	48	42	29	39	-1	
74	44	48	55	88	89	-1	
54	47	48	28	33	42	-1	
71	52	48	64	1	99	-1	
56	68	48	77	36	45	1	
72	46	48	51	66	7	-1	
51	37	48	35	36	45	-1	
56	4	48	49	37	46	-1	
43	4	48	39	28	39	-1	
3	45	48	36	21	32	-1	
51	49	48	53	14	26	-1	
36	39	48	48	22	23	-1	
74	7	48	66	65	69	-1	
83	37	48	61	71	74	-1	
63	47	48	51	82	84	-1	
6	46	48	45	81	83	-1	
21	34	48	51	28	39	-1	
35	51	48	61	71	74	-1	
29	41	48	48	38	46	-1	
65	47	48	59	3	4	-1	
42	24	48	57	27	37	-1	
31	5	48	57	84	85	-1	
11	5	48	58	72	68	-1	
74	9	48	57	53	29	1	
56	51	48	34	37	46	-1	
34	67	48	52	76	79	-1	
17	52	48	49	37	46	-1	
58	34	48	56	87	81	-1	
44	51	48	47	26	36	-1	
5	49	48	49	46	53	-1	
41	43	48	45	31	41	-1	
64	76	48	45	35	38	-1	
38	26	48	54	16	28	-1	
47	28	48	56	2	25	-1	
23	32	48	55	25	35	-1	
26	5	48	44	32	41	-1	
42	3	48	48	26	36	-1	
67	88	48	73	5	25	1	
68	63	48	73	4	3	1	
34	51	48	67	9	9	-1	
89	55	48	51	72	76	-1	
12	67	48	74	58	63	-1	
4	5	48	45	39	47	-1	
28	38	48	5	33	42	-1	
54	49	48	4	87	88	-1	
33	37	48	46	65	69	-1	
0	38	48	42	48	55	-1	
33	45	48	45	88	89	-1	
53	42	48	16	29	39	-1	
22	36	48	35	39	47	-1	
49	29	48	56	24	35	-1	
44	34	48	3	33	43	-1	
43	4	48	58	75	78	-1	
41	57	48	39	21	32	-1	
33	56	48	33	78	8	-1	
71	71	48	68	43	36	1	
32	42	48	35	28	38	-1	
36	47	48	51	69	72	-1	
61	52	48	54	67	52	-1	
34	35	48	51	49	56	-1	
21	51	48	5	32	41	-1	
78	68	48	83	4	29	1	
73	84	48	86	58	29	1	
61	47	48	0	8	32	-1	
6	76	1	77	59	52	1	
65	51	48	66	54	33	1	
63	5	48	59	85	86	-1	
41	48	48	51	44	51	-1	
6	61	48	49	92	37	-1	
44	27	48	55	52	58	-1	
51	5	48	46	32	35	-1	
25	37	48	41	33	42	-1	
63	54	48	65	79	81	-1	
36	45	48	38	79	17	-1	
67	84	48	74	54	37	1	
25	51	48	37	42	5	-1	
43	37	48	53	35	44	-1	
24	43	48	54	52	59	-1	
24	35	48	31	19	31	-1	
7	4	48	56	86	83	-1	
24	41	48	49	23	34	-1	
38	3	48	43	29	39	-1	
23	33	48	43	33	43	-1	
38	4	48	63	25	35	-1	
24	57	48	63	34	43	-1	
51	54	48	41	34	43	-1	
4	29	48	42	35	44	-1	
34	55	48	58	31	41	-1	
5	51	48	27	23	34	-1	
6	5	1	54	77	8	-1	
29	47	48	71	65	69	-1	
18	3	48	46	24	35	-1	
29	28	48	5	42	5	-1	
37	47	48	39	76	79	-1	
4	5	48	65	82	84	-1	
35	34	48	46	3	27	-1	
68	51	48	71	75	78	-1	
45	4	48	61	74	77	-1	
46	61	48	48	86	87	-1	
43	39	48	47	31	41	-1	
24	43	48	37	28	38	-1	
25	4	48	47	33	42	-1	
5	37	48	66	64	69	-1	
41	51	48	58	2	31	-1	
52	57	48	42	47	54	-1	
55	47	48	57	78	8	-1	
47	59	48	52	76	79	-1	
25	37	48	43	26	36	-1	
48	41	48	51	9	88	-1	
36	54	48	41	38	46	-1	
44	42	48	42	25	2	-1	
24	34	48	38	3	4	-1	
33	45	48	52	32	41	-1	
3	44	48	49	22	33	-1	
66	53	48	59	66	66	-1	
31	44	48	5	79	82	-1	
7	46	48	56	78	73	-1	
61	45	48	48	35	41	-1	
25	48	48	44	17	29	-1	
34	46	48	52	35	44	-1	
63	75	48	64	73	66	-1	
47	55	48	58	71	75	-1	
59	49	48	52	45	36	-1	
5	57	48	71	61	66	-1	
44	35	48	55	55	61	-1	
75	76	48	83	57	3	1	
17	39	48	53	3	39	-1	
43	32	48	33	45	52	-1	
3	37	48	59	41	49	-1	
4	45	48	38	22	0	-1	
52	81	48	72	38	38	1	
51	4	48	57	62	67	-1	
23	4	48	39	28	38	-1	
23	34	48	43	26	37	-1	
41	43	48	5	24	25	-1	
38	46	48	48	22	29	-1	
52	39	48	65	71	73	-1	
61	75	48	51	33	33	1	
16	43	48	54	27	37	-1	
23	48	48	59	88	89	-1	
34	33	48	38	35	44	-1	
2	44	48	46	51	57	-1	
2	46	48	57	78	81	-1	
44	49	48	39	38	4	-1	
44	52	48	43	47	54	-1	
63	65	48	66	67	71	-1	
3	51	48	42	61	34	-1	
1	49	48	41	67	21	-1	
22	43	48	48	16	28	-1	
36	56	48	43	45	53	-1	
63	69	48	65	41	28	1	
69	39	48	57	76	79	-1	
4	42	48	37	27	27	-1	
64	58	48	48	78	73	-1	
29	47	48	41	23	34	-1	
68	76	48	84	45	27	1	
64	57	48	7	33	26	1	
36	42	48	53	32	41	-1	
